,KO_n,KO_s,KO_l,KO_p
4584,Ppp1r12c,1.7948356,0.1329698,0.4972941076717285
4585,Ywhab,1.7943558,0.19946614,0.49771185500675474
4586,Pcdhga3,1.7938967,0.69717264,0.4981073439150244
4587,Polr3h,1.7926043,0.22252001,0.4994140163632593
4588,Manbal,1.7923721,0.2521448,0.4995620841082747
4589,Stip1,1.792011,0.2848046,0.4998513861431083
4590,Pde8a,1.7918872,0.28276786,0.4998653283190843
4591,Arfrp1,1.7918047,0.47899243,0.4998653283190843
4592,Micall1,1.7912424,0.20079783,0.500245100217725
4593,Dram2,1.7912062,0.32230207,0.500245100217725
4594,Ikbke,1.7911675,0.15510313,0.500245100217725
4595,Dhx29,1.7906852,0.21158648,0.5006676101366797
4596,Papss1,1.789723,0.21146394,0.5016168392349757
4597,Galc,1.7891994,0.33973318,0.5020855835492241
4598,Trappc11,1.7890652,0.262468,0.5021251960540135
4599,2610307P16Rik,1.7889698,0.6359656,0.5021251960540135
4600,Nck2,1.7887712,0.1109732,0.5022371257544745
4601,Slc26a11,1.78776,0.29318324,0.5031673430372657
4602,Mmp14,1.7877316,0.08690245,0.5031673430372657
4603,Mtmr1,1.7875614,0.12919,0.5032482424834004
4604,Gpr19,1.7870635,0.13207562,0.503689768852305
4605,Set,1.7863799,0.4721764,0.5043362656782207
4606,Gle1,1.7861658,0.12628008,0.5044656586115995
4607,Patz1,1.785557,0.18755387,0.5050303842453049
4608,Mcmbp,1.7854539,0.076827645,0.5050375324275287
4609,Gm12216,1.7850825,0.26185602,0.5052653583511911
4610,Map2k1,1.7850541,0.062376715,0.5052653583511911
4611,Kif21b,1.7843912,0.07514402,0.5058906097144247
4612,Farsb,1.7838805,0.14969333,0.5063481961068466
4613,Pus7,1.7835141,0.16993962,0.5066151261192836
4614,Polr1a,1.7834007,0.3031951,0.5066151261192836
4615,Galnt7,1.783349,0.13267969,0.5066151261192836
4616,Ppp1r2,1.7831607,0.11238707,0.506716513674263
4617,Gpatch11,1.7829286,0.30918944,0.5068664348444175
4618,Wdr75,1.7828254,0.4337743,0.5068737148938602
4619,Sec14l1,1.7827171,0.14158848,0.5068867194502699
4620,Smoc1,1.7819355,0.38248435,0.5076448882847612
4621,Zmat3,1.7813731,0.4834402,0.5081608854178038
4622,Pygl,1.7811462,0.4183272,0.5082813231273869
4623,Msh3,1.7810713,0.24015428,0.5082813231273869
4624,Luzp1,1.7809527,0.074796595,0.5082874653861993
4625,Csnk2a2,1.7808727,0.18020745,0.5082874653861993
4626,Pomgnt1,1.7804059,0.27022937,0.5086981026608253
4627,Shld2,1.7801865,0.3561718,0.5088187636767966
4628,Traf6,1.780104,0.3823016,0.5088187636767966
4629,Prrt2,1.7794979,0.2586305,0.5092772543940286
4630,Aifm2,1.7787343,0.6467139,0.5100180638533407
4631,Trmu,1.7785357,0.3032728,0.5101315748321219
4632,Mosmo,1.7782571,0.18238537,0.5103340051230321
4633,Slk,1.7780482,0.08573131,0.5104590614545781
4634,Gm16201,1.7776793,0.50965667,0.5106547671004871
4635,Trub2,1.7773697,0.1939212,0.5108649245177685
4636,Tmem106b,1.7772975,0.44251022,0.5108649245177685
4637,Orc6,1.7771944,0.5224852,0.5108724779641768
4638,Txndc5,1.7759898,0.6196479,0.5121064493652813
4639,Trappc6b,1.775528,0.16117117,0.5125137396191335
4640,Nova2,1.7749656,0.14401656,0.5130335507324063
4641,Map2k7,1.774037,0.39547038,0.513963038656202
4642,Zcchc18,1.7732787,0.41359127,0.5147033162347299
4643,Nfatc1,1.7723113,0.33440158,0.5156785304345117
4644,Rlim,1.7718703,0.2916119,0.5160648719232349
4645,Hspa14,1.7710551,0.28894076,0.5168712130536482
4646,Gm11906,1.7707946,0.1736657,0.5170554432011052
4647,Frrs1,1.770663,0.25128552,0.5170948767400558
4648,4833439L19Rik,1.7701058,0.24407089,0.5176124844476325
4649,Fzd2,1.7692521,0.5937182,0.5182994798982774
4650,Irf2,1.7692443,0.103359625,0.5182994798982774
4651,Dclk1,1.7692056,0.17556232,0.5182994798982774
4652,Lrrc41,1.76886,0.26899898,0.5185799288686738
4653,Rab4b,1.7686485,0.19917089,0.5186551498561938
4654,Acadl,1.7685195,0.21627857,0.5186551498561938
4655,Abcb8,1.768504,0.2579354,0.5186551498561938
4656,Slc25a19,1.7680526,0.40053552,0.5189812283064019
4657,Supt7l,1.7680216,0.33488742,0.5189812283064019
4658,Col1a1,1.7678617,0.40136388,0.5189937796698018
4659,Znhit1,1.7678179,0.35041708,0.5189937796698018
4660,Atf4,1.7672864,0.20807025,0.5194837809515241
4661,Tars2,1.7663295,0.16110277,0.5204541932427718
4662,Ppip5k2,1.7655324,0.34271094,0.5212453316944446
4663,Rit1,1.7653131,0.35634202,0.5213842211953399
4664,Gstm5,1.7646399,0.51015115,0.5220120766553376
4665,Retreg3,1.7645651,0.2633154,0.5220120766553376
4666,Slc38a10,1.7641343,0.21672027,0.5223836347589516
4667,4930503L19Rik,1.764044,0.25089929,0.5223836347589516
4668,Dhx32,1.7634456,0.1282983,0.5229520496831261
4669,Tril,1.7620708,0.37232232,0.5244015382231374
4670,Zfp846,1.7616012,0.307942,0.524825169192593
4671,Samhd1,1.7609513,0.12965606,0.5254542805723662
4672,Ifi27,1.7608403,0.3742067,0.5254708783549878
4673,Zdhhc14,1.7603605,0.10616471,0.5259069129912711
4674,Ercc2,1.7602264,0.29492941,0.5259499465022216
4675,Rcor3,1.7599117,0.1149425,0.5261984189352569
4676,Catspere2,1.7594732,0.123962484,0.5265879326310465
4677,Ccdc9b,1.7585962,0.24235442,0.52747738296164
4678,Ttc26,1.7583356,0.23889285,0.5276646384649842
4679,Eif3h,1.7577965,0.2523116,0.5281697763713681
4680,Zcchc9,1.757683,0.28799087,0.5281894257304033
4681,Hnrnph2,1.7575514,0.39394623,0.5282296974908564
4682,Socs6,1.7572265,0.22078791,0.5284907984728584
4683,Ddx41,1.7563597,0.60156,0.5293708984712187
4684,Mtdh,1.7562462,0.15648258,0.5293906089491969
4685,Zfp687,1.7560321,0.46598285,0.5295253377619683
4686,Pea15a,1.7558619,0.15504336,0.5296099631774591
4687,Gm33989,1.7553408,0.06792056,0.5300958717352603
4688,Aarsd1,1.7546057,0.30677396,0.5308273050375051
4689,Lypla2,1.7535172,0.3520351,0.5319648573694749
4690,Parp1,1.7520932,0.27362272,0.5334898344178456
4691,Eps8l1,1.7519178,0.52621657,0.5335808304841543
4692,Ppp1cc,1.7515541,0.18639515,0.5338252104336444
4693,Mpc2,1.7515128,0.13451874,0.5338252104336444
4694,Gemin8,1.7513864,0.20879076,0.5338293213739771
4695,Pafah1b2,1.7513168,0.15303545,0.5338293213739771
4696,Ptprk,1.7511827,0.08422446,0.5338729468669875
4697,Rcbtb1,1.7503495,0.21802808,0.5347212701839609
4698,Prkaca,1.748709,0.20110938,0.5364022768531453
4699,Dennd6b,1.7486573,0.32297993,0.5364022768531453
4700,Ipo8,1.7486031,0.09394747,0.5364022768531453
4701,Cyb5a,1.7481002,0.34679464,0.536667725383949
4702,R3hdm4,1.7480898,0.12208259,0.536667725383949
4703,Slc7a6os,1.7480847,0.2984927,0.536667725383949
4704,Trim2,1.7479867,0.06181929,0.5366698560623397
4705,Fbxw5,1.7465035,0.08876443,0.5382736614700538
4706,Tsg101,1.7460314,0.26151004,0.5387088985559546
4707,Mrps27,1.7457193,0.51851785,0.5389590583029515
4708,Dhrs3,1.744935,0.12683105,0.5397567208980167
4709,Fbxo9,1.7437408,0.2998382,0.5410318353232473
4710,Acaca,1.742464,0.17513214,0.5424054410606268
4711,Hmgxb4,1.7415069,0.08452071,0.5433715447930253
4712,Prom1,1.7414424,0.5146559,0.5433715447930253
4713,Tlcd4,1.7409626,0.05856101,0.5436425340279862
4714,Dera,1.7409214,0.3753556,0.5436425340279862
4715,Fam185a,1.7406763,0.3532317,0.5438161791431049
4716,Brk1,1.7388887,0.13646045,0.5457925817915475
4717,Usp42,1.7378931,0.22595495,0.5468459049482275
4718,Dock3,1.736949,0.14907627,0.5478402586453196
4719,Zdhhc5,1.7368226,0.25857538,0.5478755909407672
4720,Lrrcc1,1.7366163,0.05891161,0.5480048042903055
4721,Hsf2,1.7359403,0.14998893,0.5486854650059457
4722,Lime1,1.7355664,0.220213,0.5490119016658027
4723,Samd8,1.7354323,0.16536075,0.5490564167232912
4724,Stard5,1.7345939,0.5296789,0.5499293248647616
4725,Lamb2,1.7343901,0.3746563,0.5500558830750689
4726,Lnpk,1.733139,0.19833675,0.5513903506386205
4727,Ing2,1.7329843,0.2275955,0.5513903506386205
4728,Capn7,1.7329688,0.24799435,0.5513903506386205
4729,Sp2,1.7312121,0.49763092,0.5533513516742847
4730,Slc35e2,1.7303996,0.27340394,0.5541989801438503
4731,Tbc1d1,1.7302423,0.14741628,0.5542712626199214
4732,Pak1,1.7299533,0.073184095,0.554499387090415
4733,Rpgrip1l,1.7295175,0.25743738,0.5549018348249464
4734,Zcrb1,1.7291769,0.059998758,0.5551913323402257
4735,Ccdc174,1.7278408,0.08705514,0.5565567640128464
4736,Mark4,1.7278072,0.13069247,0.5565567640128464
4737,Oaz1,1.7277375,0.28882164,0.5565567640128464
4738,Cant1,1.7274771,0.49633434,0.5567519049393261
4739,Ccdc39,1.7271314,0.2033425,0.5569645308903587
4740,Rab24,1.7271056,0.2889898,0.5569645308903587
4741,Slc44a1,1.7269689,0.07779572,0.5570126320935079
4742,Brpf3,1.7264143,0.26827684,0.5575229217649164
4743,Bbof1,1.7263472,0.06425868,0.5575229217649164
4744,Rab36,1.726128,0.19027907,0.5576692718276706
4745,Golga3,1.7257874,0.26676777,0.5579599132059188
4746,Ap3b2,1.725091,0.058178395,0.558674560300941
4747,Fkbp9,1.724753,0.20983803,0.5589625276265177
4748,Pik3cb,1.7238348,0.21363142,0.5599428124621698
4749,Mrpl24,1.7236388,0.25002193,0.5600619417054274
4750,Mpdu1,1.7228261,0.31908345,0.5607574776711979
4751,Rab18,1.7227024,0.34404394,0.5607574776711979
4752,Nsfl1c,1.7226714,0.16196485,0.5607574776711979
4753,Metap2,1.721975,0.066088304,0.5614748393431876
4754,Idi1,1.7213249,0.23361593,0.5621373393955404
4755,Ercc8,1.7212269,0.37774286,0.5621395530673946
4756,Gatad2a,1.7206542,0.14518116,0.5626549403347574
4757,Nasp,1.7204865,0.111999355,0.5626549403347574
4758,Dvl3,1.7204428,0.41425624,0.5626549403347574
4759,Pccb,1.7204118,0.106115796,0.5626549403347574
4760,Cd9,1.7199578,0.31840646,0.5630835702988297
4761,Pi4k2b,1.7186886,0.53857327,0.5644902535680767
4762,C030018K13Rik,1.71849,0.25719196,0.5646132843533296
4763,Gm10563,1.7176878,0.17936662,0.565461498015248
4764,Cmc1,1.7170842,0.48661053,0.5660717119211455
4765,Dio2,1.7169759,0.07423205,0.5660863859410967
4766,Dok6,1.7161556,0.076516435,0.5669580337243594
4767,Mfap3,1.7156991,0.1732208,0.5673922654053439
4768,Prmt3,1.7149845,0.28526983,0.5681307889814018
4769,Kpna6,1.7148942,0.19336522,0.5681307889814018
4770,Rims2,1.7146105,0.13829961,0.5683571368879601
4771,Vdac1,1.7142184,0.29532632,0.5687143335041881
4772,Nme5,1.7136173,0.50989705,0.5693240971770761
4773,Hdac1,1.7129132,0.05863849,0.570010704885149
4774,5730419F03Rik,1.7128487,0.12394717,0.570010704885149
4775,Zbtb40,1.7127609,0.22343788,0.570010704885149
4776,Cpt2,1.7117782,0.45370835,0.5710836952477217
4777,E130308A19Rik,1.711644,0.1433094,0.5711297382894303
4778,Atp5j2,1.7106432,0.32912266,0.5722262382097567
4779,Mettl3,1.7098796,0.33595103,0.573036160094957
4780,Gpr137c,1.7093277,0.08186994,0.5735898955914923
4781,Cln3,1.7081076,0.38011804,0.5749497553697507
4782,Kcnd3,1.7080172,0.088234685,0.5749497553697507
4783,Bahcc1,1.7074394,0.23613968,0.5755323218878979
4784,Mblac2,1.7073466,0.11274619,0.5755323218878979
4785,Pms1,1.7067353,0.1945639,0.5761184943573544
4786,Srsf10,1.7066734,0.07905984,0.5761184943573544
4787,Ufsp2,1.706258,0.12837854,0.5765077134872016
4788,Acy1,1.7059511,0.47644407,0.5767357925964034
4789,Cebpz,1.7058789,0.056026667,0.5767357925964034
4790,Rfc2,1.7053862,0.248258,0.5771097007526598
4791,Ifrd1,1.7053449,0.070741974,0.5771097007526598
4792,Cers4,1.7051204,0.081228256,0.5771097007526598
4793,Klhl26,1.7051076,0.17242768,0.5771097007526598
4794,Ints10,1.7050921,0.17799906,0.5771097007526598
4795,Ccdc149,1.7045891,0.335299,0.5776065513616342
4796,Calcoco1,1.7043775,0.26440498,0.5777476070869092
4797,Gm16124,1.7040938,0.27821478,0.5779769381487602
4798,Repin1,1.7038256,0.48142302,0.5781874290532859
4799,Trim26,1.7029202,0.14136338,0.5791733934994374
4800,Gm42047,1.7028273,0.330481,0.5791733934994374
4801,Rara,1.7026725,0.37206206,0.5792453137978284
4802,Phc2,1.7021875,0.06881964,0.57972144803847
4803,Usp28,1.7019657,0.15852305,0.5798755688438905
4804,Ppwd1,1.701615,0.23326533,0.5801877346562493
4805,Npc2,1.6993862,0.21802162,0.5826873486932138
4806,Adamtsl5,1.6988342,0.26275948,0.5832481332533447
4807,Unc45a,1.6973071,0.3303103,0.5850107842140554
4808,Emg1,1.6961825,0.79628456,0.586280334809713
4809,Nipa1,1.6957002,0.13683434,0.5867576568299213
4810,Nup88,1.694805,0.37546867,0.5877459229581132
4811,Phf2,1.6940415,0.20004171,0.5885724469182787
4812,Sh3d19,1.6937088,0.20750824,0.5888657128866398
4813,Ndufc2,1.6934714,0.44293654,0.589011170366697
4814,Gm13936,1.6933992,0.4030853,0.589011170366697
4815,Zfp775,1.6928807,0.82986635,0.5895349721353781
4816,Cox19,1.6917561,0.22864933,0.5906661505496437
4817,Trappc3,1.6916813,0.16701028,0.5906661505496437
4818,Mllt1,1.6909049,0.52990025,0.5914949620136961
4819,Mgat4b,1.6908222,0.21220276,0.5914949620136961
4820,Papolg,1.690701,0.4198791,0.5915262671450524
4821,Atp6v0a2,1.6906005,0.057486705,0.5915319285610039
4822,Eed,1.6903297,0.19044547,0.5917493402682601
4823,Gaa,1.6898395,0.39028376,0.5922396622813664
4824,Tlr3,1.6895713,0.18248451,0.5924540653866904
4825,Gpsm1,1.6892178,0.2595358,0.5927745414971965
4826,Sf3b6,1.6886606,0.2289908,0.5932647978749965
4827,Spag16,1.6886322,0.41542104,0.5932647978749965
4828,Mapk1ip1l,1.6881732,0.35381925,0.5937174721462332
4829,Zmpste24,1.6879746,0.25498402,0.5938454438362109
4830,Klc4,1.6876624,0.62098104,0.5941150167020152
4831,Colq,1.6865867,0.362768,0.5953380791042068
4832,Scyl3,1.6864604,0.19006725,0.5953760598704357
4833,Mcf2l,1.6856427,0.1650158,0.5962357063736943
4834,Gdpd1,1.6855807,0.2197046,0.5962357063736943
4835,Rida,1.6853125,0.44228706,0.596451233200927
4836,Spon1,1.6850029,0.06453709,0.5967184769729539
4837,Scd1,1.6847656,0.34475216,0.5968953976175423
4838,Nop14,1.6844019,0.09417962,0.5972306352274938
4839,Catsper2,1.6840459,0.23513767,0.5975563220244507
4840,Rsph3b,1.6837312,0.32728297,0.5977489905422756
4841,Otulin,1.6837003,0.31610024,0.5977489905422756
4842,Zkscan17,1.681611,0.57400405,0.6002509790978666
4843,Slc25a47,1.6813349,0.31168595,0.6004773300635772
4844,Chkb,1.6810615,0.24872154,0.6006706478871285
4845,Tceanc2,1.6809893,0.2934729,0.6006706478871285
4846,Ak4,1.6806848,0.26565298,0.6009328390301665
4847,Dchs1,1.6805223,0.46278188,0.6009705426357879
4848,Klhl20,1.6804631,0.25959414,0.6009705426357879
4849,Trim12c,1.6788173,0.3867806,0.6029228274283286
4850,Tmem38a,1.6783607,0.13344334,0.6033778012902868
4851,Map7d2,1.6781853,0.13641967,0.6034780728612681
4852,Ppp4c,1.6779686,0.22951761,0.6036168223448355
4853,Wnt7b,1.6778835,0.35589975,0.6036168223448355
4854,Ankrd10,1.6775275,0.07260102,0.6039451456455098
4855,Pyroxd1,1.6772851,0.29787654,0.6041302372862148
4856,Arhgap24,1.6769781,0.19266994,0.604396851986538
4857,Cdk11b,1.6767666,0.07972875,0.6045157690843918
4858,Pced1a,1.6766557,0.35300243,0.6045157690843918
4859,Mtr,1.6765964,0.19405049,0.6045157690843918
4860,Gcdh,1.6763874,0.43397775,0.6046586617581159
4861,Rab14,1.6761372,0.070022486,0.6048537545072065
4862,Nynrin,1.6753685,0.5149551,0.6054808694112365
4863,Nt5dc3,1.6752988,0.24018936,0.6054808694112365
4864,Lzts2,1.6752808,0.20458098,0.6054808694112365
4865,St6gal2,1.6751828,0.0664,0.6054808694112365
4866,Aspa,1.6751622,0.40619385,0.6054808694112365
4867,Rbbp5,1.6732739,0.18532115,0.6077511854383586
4868,Ces5a,1.6715792,0.5720282,0.6096601286388398
4869,Tmem30a,1.6715792,0.18153508,0.6096601286388398
4870,Lztr1,1.6710865,0.22881956,0.6101648830083566
4871,Dync2i2,1.6706222,0.52006125,0.6106338260361321
4872,Tmem87b,1.6703771,0.15593487,0.6108237847653399
4873,Jtb,1.6693711,0.3301009,0.6119836170929027
4874,Wdr73,1.6685767,0.237074,0.6128750397069269
4875,Prdm11,1.6680557,0.1485594,0.613418044489854
4876,Ilkap,1.6676636,0.108840264,0.6137965416517026
4877,Gnl3,1.6672766,0.20949574,0.6141686182771793
4878,Brdt,1.6671193,0.19023943,0.6142472244319136
4879,Pbx2,1.666851,0.2725352,0.6144677183759049
4880,Wnk3,1.6666266,0.20990564,0.6145750612674766
4881,Gxylt1,1.6665698,0.43534598,0.6145750612674766
4882,Nudt13,1.6664796,0.1982096,0.6145750612674766
4883,Cct2,1.6663686,0.33804643,0.6145943811399804
4884,Smarcb1,1.6658424,0.23136523,0.6151451220649126
4885,Pfdn5,1.665716,0.57808447,0.6151842818667189
4886,Erf,1.6645062,0.52967274,0.6166114900280487
4887,Eln,1.6641992,0.26872507,0.6168520364940602
4888,Lcat,1.664127,0.30476367,0.6168520364940602
4889,Taf1a,1.6634177,0.3073134,0.6176393985172809
4890,E2f6,1.6615965,0.3084422,0.6198576422276718
4891,Spin1,1.6611065,0.26596823,0.6203653999757924
4892,Mmaa,1.6600876,0.34628052,0.621507236921796
4893,Sox4,1.659907,0.46295178,0.621507236921796
4894,Eif2b2,1.6598837,0.51119465,0.621507236921796
4895,Micos10,1.6598374,0.27679303,0.621507236921796
4896,Tpcn2,1.6596878,0.40953645,0.6215766150159219
4897,Rhbdd3,1.6591976,0.6530586,0.6220854263543953
4898,Map3k4,1.6588984,0.12750177,0.6223480302441776
4899,Copb1,1.658545,0.14483625,0.6226806926125579
4900,Abcb10,1.6581736,0.34790435,0.6230368244105033
4901,Snf8,1.6575829,0.16544391,0.6235889766106593
4902,Psme3ip1,1.6574951,0.4239604,0.6235889766106593
4903,Sae1,1.6569561,0.094831534,0.6241157072225814
4904,Tarbp2,1.6568451,0.5922123,0.6241353016051224
4905,Entr1,1.6560661,0.42116544,0.6249425327994348
4906,Pcf11,1.6560299,0.090537444,0.6249425327994348
4907,Fhl1,1.6554521,0.2897245,0.6255670655785509
4908,Usp14,1.6553025,0.115479216,0.6256368636414995
4909,Gmds,1.6546912,0.051180832,0.6263054110279107
4910,Dnm3,1.6545365,0.04408736,0.626381971865386
4911,Ppp4r1,1.654183,0.15942205,0.6266787216261586
4912,Pygo1,1.6540928,0.18067893,0.6266787216261586
4913,Dapk1,1.6540205,0.05767768,0.6266787216261586
4914,Coq9,1.6535872,0.19844642,0.6271169714302283
4915,Rcn2,1.6532958,0.17364952,0.6273032808144903
4916,Cdk17,1.6532286,0.0586771,0.6273032808144903
4917,Tmx3,1.6530997,0.10645797,0.6273032808144903
4918,Dhx34,1.6530609,0.61132526,0.6273032808144903
4919,Elac1,1.6523361,0.6103726,0.6281206110744386
4920,Col4a2,1.6517816,0.08720442,0.6287172881721613
4921,Plgrkt,1.6509252,0.48290804,0.62970729858194
4922,Opa3,1.6501951,0.19685608,0.6305337181330739
4923,Actr3,1.6500661,0.14981501,0.6305771135778976
4924,Gfap,1.6482735,0.06969327,0.6327778023961188
4925,Cox6b1,1.6481264,0.11973287,0.6327778023961188
4926,Ankrd35,1.648031,0.47149938,0.6327778023961188
4927,Uqcrc2,1.6479974,0.06794862,0.6327778023961188
4928,Slitrk2,1.6478659,0.2139659,0.6328246926479014
4929,Usf2,1.6474118,0.29900253,0.6331543050293222
4930,Dnajb14,1.6473835,0.16176793,0.6331543050293222
4931,Prmt7,1.6473267,0.17509124,0.6331543050293222
4932,Spred3,1.6471075,0.1207779,0.6333159442798909
4933,Got2,1.6468031,0.23290002,0.6335889550776529
4934,Krba1,1.646589,0.24342816,0.6337439430281611
4935,Gm6712,1.6457816,0.49940497,0.6346755921886734
4936,B130055M24Rik,1.644951,0.2469845,0.6356387179891629
4937,Dach2,1.644835,0.45247087,0.6356655301499111
4938,Pgm5,1.6433363,0.6745184,0.6375072733735261
4939,Pnpla2,1.6429673,0.63282347,0.6378663860793597
4940,Krcc1,1.6426526,0.16509348,0.6381544084967962
4941,mt-Nd2,1.6425495,0.5032667,0.6381643178196593
4942,Stx2,1.6424257,0.25393066,0.6382013840033508
4943,Arl13b,1.6417241,0.07976626,0.6389987046514061
4944,Pld3,1.6410508,0.20025985,0.6397593893170715
4945,Hsd3b7,1.6403466,0.6194836,0.6405102856973568
4946,Scrn3,1.6402899,0.19973095,0.6405102856973568
4947,Yipf5,1.6378522,0.17818534,0.6436044268161881
4948,Ddx1,1.6373209,0.17877883,0.6441813037003578
4949,Ubtf,1.6366682,0.05795179,0.6449151529470031
4950,Rnpepl1,1.6365057,0.13474914,0.6449151529470031
4951,Tspan15,1.63648,0.32091796,0.6449151529470031
4952,Tsc22d1,1.6362839,0.048335753,0.6450481942991898
4953,Tbc1d24,1.6356777,0.12407474,0.6457252757733807
4954,Ube2g1,1.6354352,0.0770636,0.6459200632902643
4955,Fam131a,1.6350921,0.33488587,0.6461933618685629
4956,Kdm4a,1.635038,0.21318626,0.6461933618685629
4957,Ndufa3,1.6348135,0.9158579,0.6462476157498309
4958,Hsp90ab1,1.6348058,0.044991832,0.6462476157498309
4959,Acad8,1.6346072,0.20014147,0.6463635793548604
4960,Zbtb21,1.6345272,0.24560054,0.6463635793548604
4961,Vps45,1.6339159,0.20233256,0.6470485021257194
4962,Tmem82,1.6331421,0.29285973,0.6479258340693992
4963,Nr6a1,1.6330646,0.06828181,0.6479258340693992
4964,Ccnk,1.6328505,0.26330408,0.6480521987270562
4965,Actr8,1.632768,0.44900337,0.6480521987270562
4966,Vps33b,1.6326829,0.28402093,0.6480521987270562
4967,Vps11,1.6317104,0.34789723,0.6492192433882609
4968,Msantd1,1.6305393,0.4205112,0.6506528209165164
4969,Gnb5,1.6293606,0.20911123,0.6520991608129552
4970,Cox20,1.6290122,0.4891817,0.6524367894163191
4971,Rccd1,1.6286615,0.3011277,0.6527743070611707
4972,Fktn,1.6285686,0.109052196,0.6527743070611707
4973,Smad1,1.6282642,0.09596849,0.6530535417752418
4974,Cpne8,1.6276168,0.11878611,0.6537920750496172
4975,Rrp1b,1.6270028,0.071881935,0.6544862978373348
4976,Kctd18,1.6261826,0.4755512,0.6554578523059911
4977,Ubqln1,1.625597,0.37388575,0.6561153034267829
4978,Apaf1,1.625259,0.17454566,0.6561976938212598
4979,Psmc3,1.6252488,0.19327849,0.6561976938212598
4980,Flad1,1.6248722,0.24964285,0.6565750191575657
4981,Kirrel3,1.6245987,0.1221292,0.6567028251649917
4982,Phf1,1.6245859,0.3390046,0.6567028251649917
4983,Bnip1,1.6236882,0.302433,0.6577808120691894
4984,Gna11,1.62326,0.2455118,0.6582282268320567
4985,Cep295,1.6231543,0.14685874,0.6582419250719969
4986,Fis1,1.6225919,0.29300886,0.6588701567229878
4987,Samd4b,1.6221302,0.07725908,0.6593632960017516
4988,Rab33b,1.6218773,0.39223385,0.6595751219034149
4989,3830408C21Rik,1.6213125,0.458037,0.6602077720127066
4990,Ift46,1.6211448,0.11858935,0.6603050016524239
4991,Slc25a28,1.6201104,0.28189632,0.6615719625994209
4992,Gm1976,1.6193752,0.05630633,0.6624361579147984
